Date,Hour,CO(GT),C6H6(GT),Day,Month,Year,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
3/14/2004,2,2.5,8.6,14,3,2004,False,False,False,False,False,False,True
3/14/2004,3,2.4,9.7,14,3,2004,False,False,False,False,False,False,True
3/14/2004,4,0.1,5.2,14,3,2004,False,False,False,False,False,False,True
3/14/2004,5,1.2,3.7,14,3,2004,False,False,False,False,False,False,True
3/14/2004,6,1.0,2.5,14,3,2004,False,False,False,False,False,False,True
3/14/2004,7,0.9,2.4,14,3,2004,False,False,False,False,False,False,True
3/14/2004,8,1.4,4.2,14,3,2004,False,False,False,False,False,False,True
3/14/2004,9,1.6,6.4,14,3,2004,False,False,False,False,False,False,True
3/14/2004,10,2.2,8.6,14,3,2004,False,False,False,False,False,False,True
3/14/2004,11,2.8,10.9,14,3,2004,False,False,False,False,False,False,True
3/14/2004,12,2.8,10.7,14,3,2004,False,False,False,False,False,False,True
3/14/2004,13,2.0,7.5,14,3,2004,False,False,False,False,False,False,True
3/14/2004,14,1.8,7.5,14,3,2004,False,False,False,False,False,False,True
3/14/2004,15,1.9,8.2,14,3,2004,False,False,False,False,False,False,True
3/14/2004,16,3.0,11.9,14,3,2004,False,False,False,False,False,False,True
3/14/2004,17,2.9,12.0,14,3,2004,False,False,False,False,False,False,True
3/14/2004,18,2.5,12.2,14,3,2004,False,False,False,False,False,False,True
3/14/2004,19,4.6,20.6,14,3,2004,False,False,False,False,False,False,True
3/14/2004,20,5.9,23.1,14,3,2004,False,False,False,False,False,False,True
3/14/2004,21,3.4,14.7,14,3,2004,False,False,False,False,False,False,True
3/14/2004,22,2.1,9.0,14,3,2004,False,False,False,False,False,False,True
3/14/2004,23,2.2,8.8,14,3,2004,False,False,False,False,False,False,True
3/15/2004,0,1.8,7.4,15,3,2004,True,False,False,False,False,False,False
3/15/2004,1,1.8,6.9,15,3,2004,True,False,False,False,False,False,False
3/15/2004,2,1.8,7.0,15,3,2004,True,False,False,False,False,False,False
3/15/2004,3,1.1,4.4,15,3,2004,True,False,False,False,False,False,False
3/15/2004,4,0.1,4.0,15,3,2004,True,False,False,False,False,False,False
3/15/2004,5,1.0,3.9,15,3,2004,True,False,False,False,False,False,False
3/15/2004,6,1.4,6.4,15,3,2004,True,False,False,False,False,False,False
3/15/2004,7,2.2,9.7,15,3,2004,True,False,False,False,False,False,False
3/15/2004,8,5.5,25.9,15,3,2004,True,False,False,False,False,False,False
3/15/2004,9,8.1,36.7,15,3,2004,True,False,False,False,False,False,False
3/15/2004,10,5.8,26.6,15,3,2004,True,False,False,False,False,False,False
3/15/2004,11,4.2,20.1,15,3,2004,True,False,False,False,False,False,False
3/15/2004,12,3.1,14.1,15,3,2004,True,False,False,False,False,False,False
3/15/2004,13,2.9,14.9,15,3,2004,True,False,False,False,False,False,False
3/15/2004,14,2.9,15.4,15,3,2004,True,False,False,False,False,False,False
3/15/2004,15,2.5,12.1,15,3,2004,True,False,False,False,False,False,False
3/15/2004,16,2.3,11.5,15,3,2004,True,False,False,False,False,False,False
3/15/2004,17,2.8,14.8,15,3,2004,True,False,False,False,False,False,False
3/15/2004,18,6.1,32.1,15,3,2004,True,False,False,False,False,False,False
3/15/2004,19,8.0,39.2,15,3,2004,True,False,False,False,False,False,False
3/15/2004,20,6.5,31.0,15,3,2004,True,False,False,False,False,False,False
3/15/2004,21,4.2,19.9,15,3,2004,True,False,False,False,False,False,False
3/15/2004,22,3.2,15.3,15,3,2004,True,False,False,False,False,False,False
3/15/2004,23,1.4,6.9,15,3,2004,True,False,False,False,False,False,False
3/16/2004,0,2.1,11.1,16,3,2004,False,True,False,False,False,False,False
3/16/2004,1,1.2,5.4,16,3,2004,False,True,False,False,False,False,False
3/16/2004,2,0.8,2.8,16,3,2004,False,True,False,False,False,False,False
3/16/2004,3,0.7,2.3,16,3,2004,False,True,False,False,False,False,False
3/16/2004,4,0.1,2.6,16,3,2004,False,True,False,False,False,False,False
3/16/2004,5,0.6,2.0,16,3,2004,False,True,False,False,False,False,False
3/16/2004,6,0.9,3.5,16,3,2004,False,True,False,False,False,False,False
3/16/2004,7,1.3,5.1,16,3,2004,False,True,False,False,False,False,False
3/16/2004,8,3.4,16.2,16,3,2004,False,True,False,False,False,False,False
3/16/2004,9,3.7,19.7,16,3,2004,False,True,False,False,False,False,False
3/16/2004,10,5.3,25.1,16,3,2004,False,True,False,False,False,False,False
3/16/2004,11,4.1,20.0,16,3,2004,False,True,False,False,False,False,False
3/16/2004,12,3.3,18.3,16,3,2004,False,True,False,False,False,False,False
3/16/2004,13,4.0,22.3,16,3,2004,False,True,False,False,False,False,False
3/16/2004,14,3.8,20.4,16,3,2004,False,True,False,False,False,False,False
3/16/2004,15,2.8,14.6,16,3,2004,False,True,False,False,False,False,False
3/16/2004,16,2.9,16.6,16,3,2004,False,True,False,False,False,False,False
3/16/2004,17,2.9,15.8,16,3,2004,False,True,False,False,False,False,False
3/16/2004,18,3.4,17.8,16,3,2004,False,True,False,False,False,False,False
3/16/2004,19,3.9,19.1,16,3,2004,False,True,False,False,False,False,False
3/16/2004,20,3.2,15.8,16,3,2004,False,True,False,False,False,False,False
3/16/2004,21,5.1,24.9,16,3,2004,False,True,False,False,False,False,False
3/16/2004,22,2.6,13.5,16,3,2004,False,True,False,False,False,False,False
3/16/2004,23,1.7,9.1,16,3,2004,False,True,False,False,False,False,False
3/17/2004,0,1.7,8.6,17,3,2004,False,False,True,False,False,False,False
3/17/2004,1,1.2,5.4,17,3,2004,False,False,True,False,False,False,False
3/17/2004,2,0.9,4.1,17,3,2004,False,False,True,False,False,False,False
3/17/2004,3,0.7,2.6,17,3,2004,False,False,True,False,False,False,False
3/17/2004,4,0.1,1.9,17,3,2004,False,False,True,False,False,False,False
3/17/2004,5,0.5,1.6,17,3,2004,False,False,True,False,False,False,False
3/17/2004,6,0.5,1.9,17,3,2004,False,False,True,False,False,False,False
3/17/2004,7,1.6,7.5,17,3,2004,False,False,True,False,False,False,False
3/17/2004,8,4.1,21.4,17,3,2004,False,False,True,False,False,False,False
3/17/2004,9,6.6,36.4,17,3,2004,False,False,True,False,False,False,False
3/17/2004,10,4.3,21.3,17,3,2004,False,False,True,False,False,False,False
3/17/2004,11,2.9,15.4,17,3,2004,False,False,True,False,False,False,False
3/17/2004,12,2.5,12.5,17,3,2004,False,False,True,False,False,False,False
3/17/2004,13,2.8,15.1,17,3,2004,False,False,True,False,False,False,False
3/17/2004,14,2.6,13.7,17,3,2004,False,False,True,False,False,False,False
3/17/2004,15,2.0,10.4,17,3,2004,False,False,True,False,False,False,False
3/17/2004,16,2.9,15.2,17,3,2004,False,False,True,False,False,False,False
3/17/2004,17,2.5,12.3,17,3,2004,False,False,True,False,False,False,False
3/17/2004,18,5.0,27.0,17,3,2004,False,False,True,False,False,False,False
3/17/2004,19,7.6,38.4,17,3,2004,False,False,True,False,False,False,False
3/17/2004,20,6.7,35.1,17,3,2004,False,False,True,False,False,False,False
3/17/2004,21,5.7,27.2,17,3,2004,False,False,True,False,False,False,False
3/17/2004,22,2.8,15.0,17,3,2004,False,False,True,False,False,False,False
3/17/2004,23,2.6,15.7,17,3,2004,False,False,True,False,False,False,False
3/18/2004,0,2.3,13.0,18,3,2004,False,False,False,True,False,False,False
3/18/2004,1,1.4,8.1,18,3,2004,False,False,False,True,False,False,False
3/18/2004,2,1.0,5.5,18,3,2004,False,False,False,True,False,False,False
3/18/2004,3,0.7,3.6,18,3,2004,False,False,False,True,False,False,False
3/18/2004,4,0.1,2.9,18,3,2004,False,False,False,True,False,False,False
3/18/2004,5,0.6,2.5,18,3,2004,False,False,False,True,False,False,False
3/18/2004,6,0.7,3.0,18,3,2004,False,False,False,True,False,False,False
3/18/2004,7,1.5,7.7,18,3,2004,False,False,False,True,False,False,False
3/18/2004,8,4.7,23.3,18,3,2004,False,False,False,True,False,False,False
3/18/2004,9,6.6,35.8,18,3,2004,False,False,False,True,False,False,False
3/18/2004,10,4.5,21.3,18,3,2004,False,False,False,True,False,False,False
3/18/2004,11,2.8,14.3,18,3,2004,False,False,False,True,False,False,False
3/18/2004,12,2.2,12.5,18,3,2004,False,False,False,True,False,False,False
3/18/2004,13,2.2,12.2,18,3,2004,False,False,False,True,False,False,False
3/18/2004,14,2.3,13.1,18,3,2004,False,False,False,True,False,False,False
3/18/2004,15,2.2,14.4,18,3,2004,False,False,False,True,False,False,False
3/18/2004,16,2.8,16.8,18,3,2004,False,False,False,True,False,False,False
3/18/2004,17,2.7,14.5,18,3,2004,False,False,False,True,False,False,False
3/18/2004,18,3.7,21.5,18,3,2004,False,False,False,True,False,False,False
3/18/2004,19,5.1,26.4,18,3,2004,False,False,False,True,False,False,False
3/18/2004,20,5.1,26.0,18,3,2004,False,False,False,True,False,False,False
3/18/2004,21,3.2,14.1,18,3,2004,False,False,False,True,False,False,False
3/18/2004,22,2.1,10.3,18,3,2004,False,False,False,True,False,False,False
3/18/2004,23,1.7,8.3,18,3,2004,False,False,False,True,False,False,False
3/19/2004,0,2.0,8.9,19,3,2004,False,False,False,False,True,False,False
3/19/2004,1,1.6,6.6,19,3,2004,False,False,False,False,True,False,False
3/19/2004,2,0.9,3.6,19,3,2004,False,False,False,False,True,False,False
3/19/2004,3,0.7,2.5,19,3,2004,False,False,False,False,True,False,False
3/19/2004,4,0.1,1.8,19,3,2004,False,False,False,False,True,False,False
3/19/2004,5,0.5,1.3,19,3,2004,False,False,False,False,True,False,False
3/19/2004,6,0.7,2.3,19,3,2004,False,False,False,False,True,False,False
3/19/2004,7,1.5,6.7,19,3,2004,False,False,False,False,True,False,False
3/19/2004,8,4.8,22.8,19,3,2004,False,False,False,False,True,False,False
3/19/2004,9,6.2,31.3,19,3,2004,False,False,False,False,True,False,False
3/19/2004,10,4.0,19.2,19,3,2004,False,False,False,False,True,False,False
3/19/2004,11,3.3,16.4,19,3,2004,False,False,False,False,True,False,False
3/19/2004,12,2.8,14.0,19,3,2004,False,False,False,False,True,False,False
3/19/2004,13,3.0,15.3,19,3,2004,False,False,False,False,True,False,False
3/19/2004,14,3.3,16.7,19,3,2004,False,False,False,False,True,False,False
3/19/2004,15,3.5,19.0,19,3,2004,False,False,False,False,True,False,False
3/19/2004,16,4.0,19.4,19,3,2004,False,False,False,False,True,False,False
3/19/2004,17,4.6,20.9,19,3,2004,False,False,False,False,True,False,False
3/19/2004,18,4.1,20.2,19,3,2004,False,False,False,False,True,False,False
3/19/2004,19,4.5,21.7,19,3,2004,False,False,False,False,True,False,False
3/19/2004,20,3.9,19.8,19,3,2004,False,False,False,False,True,False,False
3/19/2004,21,4.0,16.7,19,3,2004,False,False,False,False,True,False,False
3/19/2004,22,2.2,9.1,19,3,2004,False,False,False,False,True,False,False
3/19/2004,23,2.1,8.3,19,3,2004,False,False,False,False,True,False,False
3/20/2004,0,1.7,5.8,20,3,2004,False,False,False,False,False,True,False
3/20/2004,1,1.6,5.2,20,3,2004,False,False,False,False,False,True,False
3/20/2004,2,1.3,4.1,20,3,2004,False,False,False,False,False,True,False
3/20/2004,3,1.3,3.4,20,3,2004,False,False,False,False,False,True,False
3/20/2004,4,0.1,2.9,20,3,2004,False,False,False,False,False,True,False
3/20/2004,5,0.8,3.1,20,3,2004,False,False,False,False,False,True,False
3/20/2004,6,0.8,2.5,20,3,2004,False,False,False,False,False,True,False
3/20/2004,7,1.1,4.3,20,3,2004,False,False,False,False,False,True,False
3/20/2004,8,2.1,8.9,20,3,2004,False,False,False,False,False,True,False
3/20/2004,9,2.4,10.5,20,3,2004,False,False,False,False,False,True,False
3/20/2004,10,2.6,12.5,20,3,2004,False,False,False,False,False,True,False
3/20/2004,11,2.8,12.3,20,3,2004,False,False,False,False,False,True,False
3/20/2004,12,2.6,11.7,20,3,2004,False,False,False,False,False,True,False
3/20/2004,13,2.6,11.7,20,3,2004,False,False,False,False,False,True,False
3/20/2004,14,2.1,9.3,20,3,2004,False,False,False,False,False,True,False
3/20/2004,15,1.7,7.6,20,3,2004,False,False,False,False,False,True,False
3/20/2004,16,1.6,6.7,20,3,2004,False,False,False,False,False,True,False
3/20/2004,17,2.1,9.7,20,3,2004,False,False,False,False,False,True,False
3/20/2004,18,2.3,12.4,20,3,2004,False,False,False,False,False,True,False
3/20/2004,19,3.5,16.6,20,3,2004,False,False,False,False,False,True,False
3/20/2004,20,3.9,16.4,20,3,2004,False,False,False,False,False,True,False
3/20/2004,21,3.3,13.7,20,3,2004,False,False,False,False,False,True,False
3/20/2004,22,2.3,9.9,20,3,2004,False,False,False,False,False,True,False
3/20/2004,23,2.1,8.9,20,3,2004,False,False,False,False,False,True,False
3/21/2004,0,2.8,10.6,21,3,2004,False,False,False,False,False,False,True
3/21/2004,1,2.1,7.4,21,3,2004,False,False,False,False,False,False,True
3/21/2004,2,1.6,6.2,21,3,2004,False,False,False,False,False,False,True
3/21/2004,3,1.6,6.5,21,3,2004,False,False,False,False,False,False,True
3/21/2004,4,0.1,5.8,21,3,2004,False,False,False,False,False,False,True
3/21/2004,5,1.1,4.0,21,3,2004,False,False,False,False,False,False,True
3/21/2004,6,0.7,2.1,21,3,2004,False,False,False,False,False,False,True
3/21/2004,7,0.8,3.6,21,3,2004,False,False,False,False,False,False,True
3/21/2004,8,1.2,4.4,21,3,2004,False,False,False,False,False,False,True
3/21/2004,9,1.4,5.4,21,3,2004,False,False,False,False,False,False,True
3/21/2004,10,1.7,7.1,21,3,2004,False,False,False,False,False,False,True
3/21/2004,11,1.8,7.3,21,3,2004,False,False,False,False,False,False,True
3/21/2004,12,1.8,7.6,21,3,2004,False,False,False,False,False,False,True
3/21/2004,13,1.9,6.8,21,3,2004,False,False,False,False,False,False,True
3/21/2004,14,1.3,4.6,21,3,2004,False,False,False,False,False,False,True
3/21/2004,15,1.6,8.4,21,3,2004,False,False,False,False,False,False,True
3/21/2004,16,1.9,6.9,21,3,2004,False,False,False,False,False,False,True
3/21/2004,17,2.3,9.0,21,3,2004,False,False,False,False,False,False,True
3/21/2004,18,3.8,15.1,21,3,2004,False,False,False,False,False,False,True
3/21/2004,19,3.5,12.6,21,3,2004,False,False,False,False,False,False,True
3/21/2004,20,4.3,15.1,21,3,2004,False,False,False,False,False,False,True
3/21/2004,21,2.8,9.9,21,3,2004,False,False,False,False,False,False,True
3/21/2004,22,1.9,8.0,21,3,2004,False,False,False,False,False,False,True
3/21/2004,23,1.9,7.9,21,3,2004,False,False,False,False,False,False,True
3/22/2004,0,1.7,6.1,22,3,2004,True,False,False,False,False,False,False
3/22/2004,1,1.5,5.1,22,3,2004,True,False,False,False,False,False,False
3/22/2004,2,0.6,1.7,22,3,2004,True,False,False,False,False,False,False
3/22/2004,3,0.4,0.7,22,3,2004,True,False,False,False,False,False,False
3/22/2004,4,0.1,0.8,22,3,2004,True,False,False,False,False,False,False
3/22/2004,5,0.3,0.7,22,3,2004,True,False,False,False,False,False,False
3/22/2004,6,0.6,2.0,22,3,2004,True,False,False,False,False,False,False
3/22/2004,7,1.2,5.1,22,3,2004,True,False,False,False,False,False,False
3/22/2004,8,3.6,17.7,22,3,2004,True,False,False,False,False,False,False
3/22/2004,9,3.7,18.4,22,3,2004,True,False,False,False,False,False,False
3/22/2004,10,1.8,6.9,22,3,2004,True,False,False,False,False,False,False
3/22/2004,11,1.6,7.3,22,3,2004,True,False,False,False,False,False,False
3/22/2004,12,1.9,9.6,22,3,2004,True,False,False,False,False,False,False
3/22/2004,13,2.0,10.4,22,3,2004,True,False,False,False,False,False,False
3/22/2004,14,2.2,11.2,22,3,2004,True,False,False,False,False,False,False
3/22/2004,15,2.1,10.7,22,3,2004,True,False,False,False,False,False,False
3/22/2004,16,2.3,11.6,22,3,2004,True,False,False,False,False,False,False
3/22/2004,17,2.6,12.4,22,3,2004,True,False,False,False,False,False,False
3/22/2004,18,3.8,18.3,22,3,2004,True,False,False,False,False,False,False
3/22/2004,19,4.4,21.0,22,3,2004,True,False,False,False,False,False,False
3/22/2004,20,4.5,21.0,22,3,2004,True,False,False,False,False,False,False
3/22/2004,21,3.3,14.5,22,3,2004,True,False,False,False,False,False,False
3/22/2004,22,2.0,8.4,22,3,2004,True,False,False,False,False,False,False
3/22/2004,23,1.1,4.3,22,3,2004,True,False,False,False,False,False,False
3/23/2004,0,0.9,3.8,23,3,2004,False,True,False,False,False,False,False
3/23/2004,1,0.8,2.7,23,3,2004,False,True,False,False,False,False,False
3/23/2004,2,0.7,2.5,23,3,2004,False,True,False,False,False,False,False
3/23/2004,3,0.5,1.2,23,3,2004,False,True,False,False,False,False,False
3/23/2004,4,0.1,0.8,23,3,2004,False,True,False,False,False,False,False
3/23/2004,5,0.3,0.6,23,3,2004,False,True,False,False,False,False,False
3/23/2004,6,0.5,1.8,23,3,2004,False,True,False,False,False,False,False
3/23/2004,7,1.1,4.6,23,3,2004,False,True,False,False,False,False,False
3/23/2004,8,3.0,14.2,23,3,2004,False,True,False,False,False,False,False
3/23/2004,9,3.8,21.0,23,3,2004,False,True,False,False,False,False,False
3/23/2004,10,3.4,16.2,23,3,2004,False,True,False,False,False,False,False
3/23/2004,11,3.0,15.5,23,3,2004,False,True,False,False,False,False,False
3/23/2004,12,2.7,13.4,23,3,2004,False,True,False,False,False,False,False
3/23/2004,13,3.5,16.9,23,3,2004,False,True,False,False,False,False,False
3/23/2004,14,2.8,12.4,23,3,2004,False,True,False,False,False,False,False
3/23/2004,15,1.9,10.1,23,3,2004,False,True,False,False,False,False,False
3/23/2004,16,2.0,8.7,23,3,2004,False,True,False,False,False,False,False
3/23/2004,17,3.0,13.8,23,3,2004,False,True,False,False,False,False,False
3/23/2004,18,1.9,9.3,23,3,2004,False,True,False,False,False,False,False
3/23/2004,19,2.7,13.0,23,3,2004,False,True,False,False,False,False,False
3/23/2004,20,3.3,14.3,23,3,2004,False,True,False,False,False,False,False
3/23/2004,21,1.7,7.6,23,3,2004,False,True,False,False,False,False,False
3/23/2004,22,1.3,5.3,23,3,2004,False,True,False,False,False,False,False
3/23/2004,23,1.3,5.4,23,3,2004,False,True,False,False,False,False,False
3/24/2004,0,1.2,4.9,24,3,2004,False,False,True,False,False,False,False
3/24/2004,1,1.1,4.6,24,3,2004,False,False,True,False,False,False,False
3/24/2004,2,0.9,2.7,24,3,2004,False,False,True,False,False,False,False
3/24/2004,3,0.6,1.6,24,3,2004,False,False,True,False,False,False,False
3/24/2004,4,0.1,1.7,24,3,2004,False,False,True,False,False,False,False
3/24/2004,5,0.6,1.2,24,3,2004,False,False,True,False,False,False,False
3/24/2004,6,0.8,1.7,24,3,2004,False,False,True,False,False,False,False
3/24/2004,7,1.2,4.8,24,3,2004,False,False,True,False,False,False,False
3/24/2004,8,3.1,13.8,24,3,2004,False,False,True,False,False,False,False
3/24/2004,9,4.4,23.7,24,3,2004,False,False,True,False,False,False,False
3/24/2004,10,3.4,14.2,24,3,2004,False,False,True,False,False,False,False
3/24/2004,11,1.7,8.0,24,3,2004,False,False,True,False,False,False,False
3/24/2004,12,1.5,6.7,24,3,2004,False,False,True,False,False,False,False
3/24/2004,13,1.7,8.7,24,3,2004,False,False,True,False,False,False,False
3/24/2004,14,2.2,10.8,24,3,2004,False,False,True,False,False,False,False
3/24/2004,15,0.1,6.7,24,3,2004,False,False,True,False,False,False,False
3/24/2004,16,2.7,11.4,24,3,2004,False,False,True,False,False,False,False
3/24/2004,17,2.8,13.4,24,3,2004,False,False,True,False,False,False,False
3/24/2004,18,2.7,12.0,24,3,2004,False,False,True,False,False,False,False
3/24/2004,19,4.5,20.2,24,3,2004,False,False,True,False,False,False,False
3/24/2004,20,3.5,14.4,24,3,2004,False,False,True,False,False,False,False
3/24/2004,21,2.6,9.4,24,3,2004,False,False,True,False,False,False,False
3/24/2004,22,1.7,5.9,24,3,2004,False,False,True,False,False,False,False
3/24/2004,23,1.3,4.5,24,3,2004,False,False,True,False,False,False,False
3/25/2004,0,1.3,4.5,25,3,2004,False,False,False,True,False,False,False
3/25/2004,1,1.0,2.5,25,3,2004,False,False,False,True,False,False,False
3/25/2004,2,0.7,1.8,25,3,2004,False,False,False,True,False,False,False
3/25/2004,3,0.7,1.4,25,3,2004,False,False,False,True,False,False,False
3/25/2004,4,0.5,0.9,25,3,2004,False,False,False,True,False,False,False
3/25/2004,5,0.5,0.6,25,3,2004,False,False,False,True,False,False,False
3/25/2004,6,0.6,1.4,25,3,2004,False,False,False,True,False,False,False
3/25/2004,7,1.1,3.8,25,3,2004,False,False,False,True,False,False,False
3/25/2004,8,2.7,11.6,25,3,2004,False,False,False,True,False,False,False
3/25/2004,9,3.5,17.8,25,3,2004,False,False,False,True,False,False,False
3/25/2004,10,2.3,8.8,25,3,2004,False,False,False,True,False,False,False
3/25/2004,11,1.6,6.8,25,3,2004,False,False,False,True,False,False,False
3/25/2004,12,1.3,5.9,25,3,2004,False,False,False,True,False,False,False
3/25/2004,13,2.0,8.9,25,3,2004,False,False,False,True,False,False,False
3/25/2004,14,1.9,8.2,25,3,2004,False,False,False,True,False,False,False
3/25/2004,15,1.9,8.6,25,3,2004,False,False,False,True,False,False,False
3/25/2004,16,2.2,10.1,25,3,2004,False,False,False,True,False,False,False
3/25/2004,17,2.0,9.4,25,3,2004,False,False,False,True,False,False,False
3/25/2004,18,2.9,14.6,25,3,2004,False,False,False,True,False,False,False
3/25/2004,19,5.2,24.6,25,3,2004,False,False,False,True,False,False,False
3/25/2004,20,4.6,21.6,25,3,2004,False,False,False,True,False,False,False
3/25/2004,21,2.5,10.3,25,3,2004,False,False,False,True,False,False,False
