Day,Month,Year,Hour,CO(GT),C6H6(GT),Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
21,3,2004,8,1.2,4.4,False,False,False,False,False,False,True
21,3,2004,9,1.4,5.4,False,False,False,False,False,False,True
21,3,2004,10,1.7,7.1,False,False,False,False,False,False,True
21,3,2004,11,1.8,7.3,False,False,False,False,False,False,True
21,3,2004,12,1.8,7.6,False,False,False,False,False,False,True
21,3,2004,13,1.9,6.8,False,False,False,False,False,False,True
21,3,2004,14,1.3,4.6,False,False,False,False,False,False,True
21,3,2004,15,1.6,8.4,False,False,False,False,False,False,True
21,3,2004,16,1.9,6.9,False,False,False,False,False,False,True
21,3,2004,17,2.3,9.0,False,False,False,False,False,False,True
21,3,2004,18,3.8,15.1,False,False,False,False,False,False,True
21,3,2004,19,3.5,12.6,False,False,False,False,False,False,True
21,3,2004,20,4.3,15.1,False,False,False,False,False,False,True
21,3,2004,21,2.8,9.9,False,False,False,False,False,False,True
21,3,2004,22,1.9,8.0,False,False,False,False,False,False,True
21,3,2004,23,1.9,7.9,False,False,False,False,False,False,True
22,3,2004,0,1.7,6.1,True,False,False,False,False,False,False
22,3,2004,1,1.5,5.1,True,False,False,False,False,False,False
22,3,2004,2,0.6,1.7,True,False,False,False,False,False,False
22,3,2004,3,0.4,0.7,True,False,False,False,False,False,False
22,3,2004,4,0.1,0.8,True,False,False,False,False,False,False
22,3,2004,5,0.3,0.7,True,False,False,False,False,False,False
22,3,2004,6,0.6,2.0,True,False,False,False,False,False,False
22,3,2004,7,1.2,5.1,True,False,False,False,False,False,False
22,3,2004,8,3.6,17.7,True,False,False,False,False,False,False
22,3,2004,9,3.7,18.4,True,False,False,False,False,False,False
22,3,2004,10,1.8,6.9,True,False,False,False,False,False,False
22,3,2004,11,1.6,7.3,True,False,False,False,False,False,False
22,3,2004,12,1.9,9.6,True,False,False,False,False,False,False
22,3,2004,13,2.0,10.4,True,False,False,False,False,False,False
22,3,2004,14,2.2,11.2,True,False,False,False,False,False,False
22,3,2004,15,2.1,10.7,True,False,False,False,False,False,False
22,3,2004,16,2.3,11.6,True,False,False,False,False,False,False
22,3,2004,17,2.6,12.4,True,False,False,False,False,False,False
22,3,2004,18,3.8,18.3,True,False,False,False,False,False,False
22,3,2004,19,4.4,21.0,True,False,False,False,False,False,False
22,3,2004,20,4.5,21.0,True,False,False,False,False,False,False
22,3,2004,21,3.3,14.5,True,False,False,False,False,False,False
22,3,2004,22,2.0,8.4,True,False,False,False,False,False,False
22,3,2004,23,1.1,4.3,True,False,False,False,False,False,False
23,3,2004,0,0.9,3.8,False,True,False,False,False,False,False
23,3,2004,1,0.8,2.7,False,True,False,False,False,False,False
23,3,2004,2,0.7,2.5,False,True,False,False,False,False,False
23,3,2004,3,0.5,1.2,False,True,False,False,False,False,False
23,3,2004,4,0.1,0.8,False,True,False,False,False,False,False
23,3,2004,5,0.3,0.6,False,True,False,False,False,False,False
23,3,2004,6,0.5,1.8,False,True,False,False,False,False,False
23,3,2004,7,1.1,4.6,False,True,False,False,False,False,False
23,3,2004,8,3.0,14.2,False,True,False,False,False,False,False
23,3,2004,9,3.8,21.0,False,True,False,False,False,False,False
23,3,2004,10,3.4,16.2,False,True,False,False,False,False,False
23,3,2004,11,3.0,15.5,False,True,False,False,False,False,False
23,3,2004,12,2.7,13.4,False,True,False,False,False,False,False
23,3,2004,13,3.5,16.9,False,True,False,False,False,False,False
23,3,2004,14,2.8,12.4,False,True,False,False,False,False,False
23,3,2004,15,1.9,10.1,False,True,False,False,False,False,False
23,3,2004,16,2.0,8.7,False,True,False,False,False,False,False
23,3,2004,17,3.0,13.8,False,True,False,False,False,False,False
23,3,2004,18,1.9,9.3,False,True,False,False,False,False,False
23,3,2004,19,2.7,13.0,False,True,False,False,False,False,False
23,3,2004,20,3.3,14.3,False,True,False,False,False,False,False
23,3,2004,21,1.7,7.6,False,True,False,False,False,False,False
23,3,2004,22,1.3,5.3,False,True,False,False,False,False,False
23,3,2004,23,1.3,5.4,False,True,False,False,False,False,False
24,3,2004,0,1.2,4.9,False,False,True,False,False,False,False
24,3,2004,1,1.1,4.6,False,False,True,False,False,False,False
24,3,2004,2,0.9,2.7,False,False,True,False,False,False,False
24,3,2004,3,0.6,1.6,False,False,True,False,False,False,False
24,3,2004,4,0.1,1.7,False,False,True,False,False,False,False
24,3,2004,5,0.6,1.2,False,False,True,False,False,False,False
24,3,2004,6,0.8,1.7,False,False,True,False,False,False,False
24,3,2004,7,1.2,4.8,False,False,True,False,False,False,False
24,3,2004,8,3.1,13.8,False,False,True,False,False,False,False
24,3,2004,9,4.4,23.7,False,False,True,False,False,False,False
24,3,2004,10,3.4,14.2,False,False,True,False,False,False,False
24,3,2004,11,1.7,8.0,False,False,True,False,False,False,False
24,3,2004,12,1.5,6.7,False,False,True,False,False,False,False
24,3,2004,13,1.7,8.7,False,False,True,False,False,False,False
24,3,2004,14,2.2,10.8,False,False,True,False,False,False,False
24,3,2004,15,0.1,6.7,False,False,True,False,False,False,False
24,3,2004,16,2.7,11.4,False,False,True,False,False,False,False
24,3,2004,17,2.8,13.4,False,False,True,False,False,False,False
24,3,2004,18,2.7,12.0,False,False,True,False,False,False,False
24,3,2004,19,4.5,20.2,False,False,True,False,False,False,False
24,3,2004,20,3.5,14.4,False,False,True,False,False,False,False
24,3,2004,21,2.6,9.4,False,False,True,False,False,False,False
24,3,2004,22,1.7,5.9,False,False,True,False,False,False,False
24,3,2004,23,1.3,4.5,False,False,True,False,False,False,False
25,3,2004,0,1.3,4.5,False,False,False,True,False,False,False
25,3,2004,1,1.0,2.5,False,False,False,True,False,False,False
25,3,2004,2,0.7,1.8,False,False,False,True,False,False,False
25,3,2004,3,0.7,1.4,False,False,False,True,False,False,False
25,3,2004,4,0.5,0.9,False,False,False,True,False,False,False
25,3,2004,5,0.5,0.6,False,False,False,True,False,False,False
25,3,2004,6,0.6,1.4,False,False,False,True,False,False,False
25,3,2004,7,1.1,3.8,False,False,False,True,False,False,False
25,3,2004,8,2.7,11.6,False,False,False,True,False,False,False
25,3,2004,9,3.5,17.8,False,False,False,True,False,False,False
25,3,2004,10,2.3,8.8,False,False,False,True,False,False,False
25,3,2004,11,1.6,6.8,False,False,False,True,False,False,False
25,3,2004,12,1.3,5.9,False,False,False,True,False,False,False
25,3,2004,13,2.0,8.9,False,False,False,True,False,False,False
25,3,2004,14,1.9,8.2,False,False,False,True,False,False,False
25,3,2004,15,1.9,8.6,False,False,False,True,False,False,False
25,3,2004,16,2.2,10.1,False,False,False,True,False,False,False
25,3,2004,17,2.0,9.4,False,False,False,True,False,False,False
25,3,2004,18,2.9,14.6,False,False,False,True,False,False,False
25,3,2004,19,5.2,24.6,False,False,False,True,False,False,False
25,3,2004,20,4.6,21.6,False,False,False,True,False,False,False
25,3,2004,21,2.5,10.3,False,False,False,True,False,False,False
25,3,2004,22,1.5,5.7,False,False,False,True,False,False,False
25,3,2004,23,1.2,4.5,False,False,False,True,False,False,False
26,3,2004,0,1.7,5.5,False,False,False,False,True,False,False
26,3,2004,1,1.4,4.8,False,False,False,False,True,False,False
26,3,2004,2,1.2,3.6,False,False,False,False,True,False,False
26,3,2004,3,0.6,1.7,False,False,False,False,True,False,False
26,3,2004,4,0.7,2.2,False,False,False,False,True,False,False
26,3,2004,5,0.8,3.0,False,False,False,False,True,False,False
26,3,2004,6,0.9,4.0,False,False,False,False,True,False,False
26,3,2004,7,1.6,6.7,False,False,False,False,True,False,False
26,3,2004,8,3.4,16.7,False,False,False,False,True,False,False
26,3,2004,9,3.8,19.3,False,False,False,False,True,False,False
26,3,2004,10,3.1,14.8,False,False,False,False,True,False,False
26,3,2004,11,2.7,13.4,False,False,False,False,True,False,False
26,3,2004,12,2.0,11.0,False,False,False,False,True,False,False
26,3,2004,13,2.3,12.5,False,False,False,False,True,False,False
26,3,2004,14,1.9,8.4,False,False,False,False,True,False,False
26,3,2004,15,1.3,5.3,False,False,False,False,True,False,False
26,3,2004,16,1.9,8.8,False,False,False,False,True,False,False
26,3,2004,17,2.3,11.2,False,False,False,False,True,False,False
26,3,2004,18,2.4,11.6,False,False,False,False,True,False,False
26,3,2004,19,2.7,12.4,False,False,False,False,True,False,False
26,3,2004,20,2.6,10.6,False,False,False,False,True,False,False
26,3,2004,21,1.5,6.0,False,False,False,False,True,False,False
26,3,2004,22,1.2,4.6,False,False,False,False,True,False,False
26,3,2004,23,1.1,4.1,False,False,False,False,True,False,False
27,3,2004,0,1.5,5.2,False,False,False,False,False,True,False
27,3,2004,1,1.0,3.2,False,False,False,False,False,True,False
27,3,2004,2,1.2,4.5,False,False,False,False,False,True,False
27,3,2004,3,1.1,3.8,False,False,False,False,False,True,False
27,3,2004,4,0.1,3.8,False,False,False,False,False,True,False
27,3,2004,5,0.8,1.9,False,False,False,False,False,True,False
27,3,2004,6,0.9,2.4,False,False,False,False,False,True,False
27,3,2004,7,1.1,3.3,False,False,False,False,False,True,False
27,3,2004,8,1.5,6.7,False,False,False,False,False,True,False
27,3,2004,9,1.8,8.5,False,False,False,False,False,True,False
27,3,2004,10,2.1,9.7,False,False,False,False,False,True,False
27,3,2004,11,2.1,9.4,False,False,False,False,False,True,False
27,3,2004,12,1.9,9.0,False,False,False,False,False,True,False
27,3,2004,13,2.1,10.0,False,False,False,False,False,True,False
27,3,2004,14,2.5,12.6,False,False,False,False,False,True,False
27,3,2004,15,1.9,7.6,False,False,False,False,False,True,False
27,3,2004,16,2.2,11.8,False,False,False,False,False,True,False
27,3,2004,17,2.3,11.2,False,False,False,False,False,True,False
27,3,2004,18,2.7,12.4,False,False,False,False,False,True,False
27,3,2004,19,3.0,12.9,False,False,False,False,False,True,False
27,3,2004,20,2.8,12.2,False,False,False,False,False,True,False
27,3,2004,21,2.2,8.8,False,False,False,False,False,True,False
27,3,2004,22,1.6,6.8,False,False,False,False,False,True,False
27,3,2004,23,2.1,8.6,False,False,False,False,False,True,False
28,3,2004,0,2.3,8.9,False,False,False,False,False,False,True
28,3,2004,1,2.3,8.3,False,False,False,False,False,False,True
28,3,2004,2,1.7,6.3,False,False,False,False,False,False,True
28,3,2004,3,2.2,8.3,False,False,False,False,False,False,True
28,3,2004,4,1.3,5.1,False,False,False,False,False,False,True
28,3,2004,5,0.8,2.6,False,False,False,False,False,False,True
28,3,2004,6,1.1,3.6,False,False,False,False,False,False,True
28,3,2004,7,1.4,3.6,False,False,False,False,False,False,True
28,3,2004,8,1.3,4.7,False,False,False,False,False,False,True
28,3,2004,9,1.9,7.5,False,False,False,False,False,False,True
28,3,2004,10,2.3,9.0,False,False,False,False,False,False,True
28,3,2004,11,2.3,9.5,False,False,False,False,False,False,True
28,3,2004,12,1.8,7.7,False,False,False,False,False,False,True
28,3,2004,13,1.4,5.7,False,False,False,False,False,False,True
28,3,2004,14,1.0,3.8,False,False,False,False,False,False,True
28,3,2004,15,1.4,4.8,False,False,False,False,False,False,True
28,3,2004,16,1.3,4.3,False,False,False,False,False,False,True
28,3,2004,17,1.3,4.1,False,False,False,False,False,False,True
28,3,2004,18,1.4,4.7,False,False,False,False,False,False,True
28,3,2004,19,1.9,6.2,False,False,False,False,False,False,True
28,3,2004,20,1.8,5.5,False,False,False,False,False,False,True
28,3,2004,21,1.1,3.3,False,False,False,False,False,False,True
28,3,2004,22,1.1,3.2,False,False,False,False,False,False,True
28,3,2004,23,1.1,2.9,False,False,False,False,False,False,True
29,3,2004,0,0.9,2.2,True,False,False,False,False,False,False
29,3,2004,1,0.6,1.3,True,False,False,False,False,False,False
29,3,2004,2,0.5,1.1,True,False,False,False,False,False,False
29,3,2004,3,0.7,1.3,True,False,False,False,False,False,False
29,3,2004,4,0.6,1.2,True,False,False,False,False,False,False
29,3,2004,5,0.7,1.7,True,False,False,False,False,False,False
29,3,2004,6,0.9,2.9,True,False,False,False,False,False,False
29,3,2004,7,2.9,14.3,True,False,False,False,False,False,False
29,3,2004,8,4.1,19.7,True,False,False,False,False,False,False
